id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6)
4417,NP_253106.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,PA4416,murF,4949772,4951148,-,NC_002516.2,0,0,0
4418,NP_253107.1,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",PA4417,murE,4951141,4952604,-,NC_002516.2,0,0,0
4419,NP_253108.1,penicillin-binding protein 3,PA4418,ftsI,4952604,4954343,-,NC_002516.2,0,0,0
4420,NP_253109.1,cell division protein FtsL,PA4419,ftsL,4954340,4954633,-,NC_002516.2,0,0,0
4421,NP_253110.1,S-adenosyl-methyltransferase MraW,PA4420,,4954630,4955571,-,NC_002516.2,0,0,0
4422,NP_253111.1,cell division protein MraZ,PA4421,,4955574,4956029,-,NC_002516.2,0,0,0
4423,NP_253112.1,hypothetical protein,PA4422,,4956734,4957582,-,NC_002516.2,0,0,0
4424,NP_253113.1,hypothetical protein,PA4423,,4957709,4959523,+,NC_002516.2,0,0,0
4425,NP_253114.1,hypothetical protein,PA4424,,4959520,4959897,+,NC_002516.2,0,0,0
4426,NP_253115.1,phosphoheptose isomerase,PA4425,,4959926,4960519,+,NC_002516.2,0,0,0
4427,NP_253116.1,hypothetical protein,PA4426,,4960516,4961094,+,NC_002516.2,0,0,0
4428,NP_253117.1,ClpXP protease specificity-enhancing factor,PA4427,sspB,4961151,4961558,-,NC_002516.2,0,0,0
4429,NP_253118.1,stringent starvation protein A,PA4428,sspA,4961570,4962187,-,NC_002516.2,0,0,0
4430,NP_253119.1,cytochrome C1,PA4429,,4962273,4963055,-,NC_002516.2,0,0,0
4431,NP_253120.1,cytochrome b,PA4430,,4963055,4964266,-,NC_002516.2,0,0,0
4432,NP_253121.1,iron-sulfur protein,PA4431,,4964266,4964859,-,NC_002516.2,0,0,0
4433,NP_253122.1,30S ribosomal protein S9,PA4432,rpsI,4965109,4965501,-,NC_002516.2,0,0,0
4434,NP_253123.1,50S ribosomal protein L13,PA4433,rplM,4965516,4965944,-,NC_002516.2,0,0,0
4435,NP_253124.1,oxidoreductase,PA4434,,4966190,4967227,+,NC_002516.2,0,0,0
4436,NP_253125.1,acyl-CoA dehydrogenase,PA4435,,4967313,4968458,-,NC_002516.2,0,0,0
4437,NP_253126.1,transcriptional regulator,PA4436,,4968712,4969611,+,NC_002516.2,0,0,0
4438,NP_253127.1,hypothetical protein,PA4437,,4969770,4970732,+,NC_002516.2,0,0,0
4439,NP_253128.1,hypothetical protein,PA4438,,4970797,4971891,-,NC_002516.2,0,0,0
4440,NP_253129.1,tryptophan--tRNA ligase,PA4439,trpS,4971986,4973332,-,NC_002516.2,0,0,0
4441,NP_253130.1,hypothetical protein,PA4440,,4973400,4974029,-,NC_002516.2,0,0,0
4442,NP_253131.1,hypothetical protein,PA4441,,4974174,4974620,+,NC_002516.2,0,0,0
4443,NP_253132.1,bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase,PA4442,cysN,4974694,4976595,-,NC_002516.2,0,0,0
4444,NP_253133.1,sulfate adenylyltransferase subunit 2,PA4443,cysD,4976607,4977524,-,NC_002516.2,0,0,0
4445,NP_253134.1,murein hydrolase B,PA4444,mltB1,4977869,4978972,+,NC_002516.2,0,0,0
4446,NP_253135.1,hypothetical protein,PA4445,,4978959,4979717,-,NC_002516.2,0,0,0
4447,NP_253136.1,AlgW protein,PA4446,algW,4979834,4981003,+,NC_002516.2,0,0,0
4448,NP_253137.1,histidinol-phosphate aminotransferase,PA4447,hisC1,4981046,4982101,-,NC_002516.2,0,0,0
4449,NP_253138.1,histidinol dehydrogenase,PA4448,hisD,4982104,4983426,-,NC_002516.2,0,0,0
4450,NP_253139.1,ATP phosphoribosyltransferase,PA4449,hisG,4983552,4984187,-,NC_002516.2,0,0,0
4451,NP_253140.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,PA4450,murA,4984205,4985470,-,NC_002516.2,0,0,0
4452,NP_253141.1,hypothetical protein,PA4451,,4985491,4985730,-,NC_002516.2,0,0,0
4453,NP_253142.1,hypothetical protein,PA4452,,4985847,4986155,-,NC_002516.2,0,0,0
4454,NP_253143.1,hypothetical protein,PA4453,,4986152,4986799,-,NC_002516.2,0,0,0
4455,NP_253144.1,hypothetical protein,PA4454,,4986811,4987284,-,NC_002516.2,0,0,0
4456,NP_253145.1,ABC transporter permease,PA4455,,4987285,4988082,-,NC_002516.2,0,0,0
4457,NP_253146.1,ABC transporter ATP-binding protein,PA4456,,4988082,4988891,-,NC_002516.2,0,0,0
4458,NP_253147.1,arabinose-5-phosphate isomerase KdsD,PA4457,,4989305,4990285,+,NC_002516.2,0,0,0
4459,NP_253148.1,hypothetical protein,PA4458,,4990285,4990824,+,NC_002516.2,0,0,0
4460,NP_253149.1,hypothetical protein,PA4459,,4990833,4991405,+,NC_002516.2,0,0,0
4461,NP_253150.1,hypothetical protein,PA4460,,4991392,4991919,+,NC_002516.2,0,0,0
4462,NP_253151.1,ABC transporter ATP-binding protein,PA4461,,4991919,4992644,+,NC_002516.2,0,0,0
4463,NP_253152.1,RNA polymerase factor sigma-54,PA4462,rpoN,4992870,4994363,+,NC_002516.2,0,0,0
4464,NP_253153.1,hypothetical protein,PA4463,,4994441,4994749,+,NC_002516.2,0,0,0
4465,NP_253154.1,nitrogen regulatory IIA protein,PA4464,ptsN,4994763,4995227,+,NC_002516.2,0,0,0
4466,NP_253155.1,hypothetical protein,PA4465,,4995229,4996089,+,NC_002516.2,0,0,0
4467,NP_253156.1,phosphoryl carrier protein,PA4466,,4996119,4996391,+,NC_002516.2,0,0,0
4468,NP_253157.1,hypothetical protein,PA4467,,4996488,4997420,-,NC_002516.2,0,0,0
4469,NP_253158.1,superoxide dismutase,PA4468,sodM,4997439,4998050,-,NC_002516.2,0,0,0
4470,NP_253159.1,hypothetical protein,PA4469,,4998063,4998512,-,NC_002516.2,0,0,0
4471,NP_253160.1,fumarate hydratase,PA4470,fumC1,4998540,4999916,-,NC_002516.2,0,0,0
4472,NP_253161.1,hypothetical protein,PA4471,,4999909,5000304,-,NC_002516.2,0,0,0
4473,NP_253162.1,PmbA protein,PA4472,pmbA,5000452,5001801,-,NC_002516.2,0,0,0
4474,NP_253163.1,hypothetical protein,PA4473,,5001822,5002424,+,NC_002516.2,0,0,0
4475,NP_253164.1,hypothetical protein,PA4474,,5002455,5003897,-,NC_002516.2,0,0,0
4476,NP_253165.1,hypothetical protein,PA4475,,5003900,5004748,-,NC_002516.2,0,0,0
4477,NP_253166.1,hypothetical protein,PA4476,,5004798,5008628,-,NC_002516.2,0,0,0
4478,NP_253167.1,cytoplasmic axial filament protein,PA4477,cafA,5008643,5010100,-,NC_002516.2,0,0,0
4479,NP_253168.1,hypothetical protein,PA4478,,5010134,5010739,-,NC_002516.2,0,0,0
4480,NP_253169.1,rod shape-determining protein MreD,PA4479,mreD,5010828,5011322,-,NC_002516.2,0,0,0
4481,NP_253170.1,rod shape-determining protein MreC,PA4480,mreC,5011322,5012314,-,NC_002516.2,0,0,0
4482,NP_253171.1,rod shape-determining protein MreB,PA4481,mreB,5012394,5013431,-,NC_002516.2,0,0,0
4483,NP_253172.1,aspartyl/glutamyl-tRNA amidotransferase subunit C,PA4482,gatC,5013671,5013961,+,NC_002516.2,0,0,0
4484,NP_253173.1,aspartyl/glutamyl-tRNA amidotransferase subunit A,PA4483,gatA,5013974,5015428,+,NC_002516.2,0,0,0
4485,NP_253174.1,aspartyl/glutamyl-tRNA amidotransferase subunit B,PA4484,gatB,5015535,5016980,+,NC_002516.2,0,0,0
4486,NP_253175.1,hypothetical protein,PA4485,,5017040,5017417,+,NC_002516.2,0,0,0
4487,NP_253176.1,hypothetical protein,PA4486,,5017449,5017835,+,NC_002516.2,0,0,0
4488,NP_253177.1,hypothetical protein,PA4487,,5017960,5018751,-,NC_002516.2,0,0,0
4489,NP_253178.1,hypothetical protein,PA4488,,5018756,5020405,-,NC_002516.2,0,0,0
4490,NP_253179.1,hypothetical protein,PA4489,,5020402,5024952,-,NC_002516.2,0,0,0
4491,NP_253180.1,hypothetical protein,PA4490,,5024979,5025617,-,NC_002516.2,0,0,0
4492,NP_253181.1,hypothetical protein,PA4491,,5025614,5027383,-,NC_002516.2,0,0,0
4493,NP_253182.1,hypothetical protein,PA4492,,5027422,5028231,-,NC_002516.2,0,0,0
4494,NP_253183.1,DNA-binding response regulator RoxR,PA4493,roxR,5028394,5028954,-,NC_002516.2,0,0,0
4495,NP_253184.1,sensor histidine kinase RoxS,PA4494,roxS,5028980,5030248,-,NC_002516.2,0,0,0
4496,NP_253185.1,hypothetical protein,PA4495,,5030525,5031235,+,NC_002516.2,0,0,0
4497,NP_253186.1,ABC transporter,PA4496,,5031488,5033101,+,NC_002516.2,0,0,0
4498,NP_253187.1,ABC transporter,PA4497,,5033194,5034792,+,NC_002516.2,0,0,0
4499,NP_253188.1,metallopeptidase,PA4498,,5034860,5036077,-,NC_002516.2,0,0,0
4500,NP_253189.1,transcriptional regulator,PA4499,,5036245,5036808,+,NC_002516.2,0,0,0
4501,NP_253190.1,ABC transporter,PA4500,,5037074,5038675,+,NC_002516.2,0,0,0
4502,NP_253191.1,glycine-glutamate dipeptide porin OpdP,PA4501,opdP,5038901,5040355,+,NC_002516.2,0,0,0
4503,NP_253192.1,ABC transporter,PA4502,,5040405,5042000,+,NC_002516.2,0,0,0
4504,NP_253193.1,ABC transporter permease,PA4503,,5042068,5043078,+,NC_002516.2,0,0,0
4505,NP_253194.1,ABC transporter permease,PA4504,,5043090,5044001,+,NC_002516.2,0,0,0
4506,NP_253195.1,ABC transporter ATP-binding protein,PA4505,,5044054,5045028,+,NC_002516.2,0,0,0
4507,NP_253196.1,peptide ABC transporter ATP-binding protein,PA4506,,5045028,5045999,+,NC_002516.2,0,0,0
4508,NP_253197.1,hypothetical protein,PA4507,,5046032,5046664,-,NC_002516.2,0,0,0
4509,NP_253198.1,transcriptional regulator,PA4508,,5046806,5047279,+,NC_002516.2,0,0,0
4510,NP_253199.1,hypothetical protein,PA4509,,5047284,5048213,-,NC_002516.2,0,0,0
4511,NP_253200.1,hypothetical protein,PA4510,,5048210,5048887,-,NC_002516.2,0,0,0
4512,NP_253201.1,hypothetical protein,PA4511,,5048884,5049639,-,NC_002516.2,0,0,0
4513,NP_253202.1,lipopolysaccharide biosynthetic protein LpxO,PA4512,lpxO1,5049769,5050668,+,NC_002516.2,0,0,0
4514,NP_253203.1,oxidoreductase,PA4513,,5050848,5053400,-,NC_002516.2,0,0,0
4515,NP_253204.1,iron transport outer membrane receptor,PA4514,,5053616,5055877,-,NC_002516.2,0,0,0
4516,NP_253205.1,hydroxylase,PA4515,,5056095,5056775,+,NC_002516.2,0,0,0
4517,NP_253206.1,hypothetical protein,PA4516,,5056778,5057593,+,NC_002516.2,0,0,0
4518,NP_253207.1,hypothetical protein,PA4517,,5057716,5059518,+,NC_002516.2,0,0,0
4519,NP_253208.1,hypothetical protein,PA4518,,5059574,5059999,-,NC_002516.2,0,0,0
4520,NP_253209.1,ornithine decarboxylase,PA4519,speC,5060115,5061278,-,NC_002516.2,0,0,0
4521,NP_253210.1,chemotaxis transducer,PA4520,,5061730,5063751,-,NC_002516.2,0,0,0
4522,NP_253211.1,hypothetical protein,PA4521,,5063941,5064777,-,NC_002516.2,0,0,0
4523,NP_253212.1,N-acetyl-anhydromuranmyl-L-alanine amidase,PA4522,ampD,5064774,5065340,-,NC_002516.2,0,0,0
4524,NP_253213.1,hypothetical protein,PA4523,,5065491,5067746,-,NC_002516.2,0,0,0
4525,NP_253214.1,nicotinate-nucleotide pyrophosphorylase,PA4524,nadC,5068032,5068880,+,NC_002516.2,0,0,0
4526,NP_253215.1,type 4 fimbrial protein PilA,PA4525,pilA,5069082,5069531,-,NC_002516.2,0,0,0
4527,NP_253216.1,type 4 fimbrial biogenesis protein PilB,PA4526,pilB,5069763,5071463,+,NC_002516.2,0,0,0
4528,NP_253218.1,type 4 prepilin peptidase PilD,PA4528,pilD,5072695,5073567,+,NC_002516.2,0,0,0
4529,NP_253219.1,dephospho-CoA kinase,PA4529,coaE,5073564,5074175,+,NC_002516.2,0,0,0
4530,NP_253220.1,zinc-binding protein,PA4530,,5074172,5074372,+,NC_002516.2,0,0,0
4531,NP_253221.1,hypothetical protein,PA4531,,5074409,5074618,-,NC_002516.2,0,0,0
4532,NP_253222.1,hypothetical protein,PA4532,,5074724,5075413,-,NC_002516.2,0,0,0
4533,NP_253223.1,hypothetical protein,PA4533,,5075410,5075880,-,NC_002516.2,0,0,0
4534,NP_253224.1,hypothetical protein,PA4534,,5075877,5076302,-,NC_002516.2,0,0,0
4535,NP_253225.1,hypothetical protein,PA4535,,5076435,5077064,+,NC_002516.2,0,0,0
4536,NP_253226.1,hypothetical protein,PA4536,,5077061,5077510,+,NC_002516.2,0,0,0
4537,NP_253227.1,hypothetical protein,PA4537,,5077536,5077706,+,NC_002516.2,0,0,0
4538,NP_253228.1,NADH dehydrogenase,PA4538,ndh,5077770,5079077,+,NC_002516.2,0,0,0
4539,NP_253229.1,hypothetical protein,PA4539,,5079117,5080208,-,NC_002516.2,0,0,0
4540,NP_253230.1,hypothetical protein,PA4540,,5080757,5082394,+,NC_002516.2,0,0,0
4541,NP_253231.1,hypothetical protein,PA4541,,5082443,5086696,+,NC_002516.2,0,0,0
4542,NP_253232.1,chaperone protein ClpB,PA4542,clpB,5087408,5089972,-,NC_002516.2,0,0,0
4543,NP_253233.1,hypothetical protein,PA4543,,5090128,5090856,-,NC_002516.2,0,0,0
4544,NP_253234.1,pseudouridine synthase,PA4544,rluD,5090853,5091815,-,NC_002516.2,0,0,0
4545,NP_253235.1,competence protein ComL,PA4545,comL,5091961,5092986,+,NC_002516.2,0,0,0
4546,NP_253236.1,two-component sensor PilS,PA4546,pilS,5093378,5094970,+,NC_002516.2,0,0,0
4547,NP_253237.1,two-component response regulator PilR,PA4547,pilR,5094985,5096322,+,NC_002516.2,0,0,0
4548,NP_253238.1,D-amino acid oxidase,PA4548,,5096368,5097462,-,NC_002516.2,0,0,0
4549,NP_253239.1,type 4 fimbrial biogenesis protein FimT,PA4549,fimT,5097597,5098106,+,NC_002516.2,0,0,0
4550,NP_253240.1,type 4 fimbrial biogenesis protein FimU,PA4550,fimU,5098212,5098718,+,NC_002516.2,0,0,0
4551,NP_253241.1,type 4 fimbrial biogenesis protein PilV,PA4551,pilV,5098709,5099266,+,NC_002516.2,0,0,0
4552,NP_253242.1,type 4 fimbrial biogenesis protein PilW,PA4552,pilW,5099263,5100087,+,NC_002516.2,0,0,0
4553,NP_253243.1,type 4 fimbrial biogenesis protein PilX,PA4553,pilX,5100084,5100671,+,NC_002516.2,0,0,0
4554,NP_253244.1,type 4 fimbrial biogenesis protein PilY1,PA4554,pilY1,5100683,5104168,+,NC_002516.2,0,0,0
4555,NP_253245.1,type 4 fimbrial biogenesis protein PilY2,PA4555,pilY2,5104170,5104517,+,NC_002516.2,0,0,0
4556,NP_253246.1,type 4 fimbrial biogenesis protein PilE,PA4556,pilE,5104514,5104939,+,NC_002516.2,0,0,0
4557,NP_253247.1,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,PA4557,lytB,5104986,5105930,-,NC_002516.2,0,0,0
4558,NP_253248.1,FkbP-type peptidyl-prolyl cis-trans isomerase,PA4558,,5106016,5106456,-,NC_002516.2,0,0,0
4559,NP_253249.1,lipoprotein signal peptidase,PA4559,lspA,5106449,5106958,-,NC_002516.2,0,0,0
4560,NP_253250.1,isoleucine--tRNA ligase,PA4560,ileS,5106951,5109782,-,NC_002516.2,0,0,0
4561,NP_253251.1,bifunctional riboflavin kinase/FMN adenylyltransferase,PA4561,ribF,5109806,5110744,-,NC_002516.2,0,0,0
4562,NP_253252.1,hypothetical protein,PA4562,,5110841,5112379,-,NC_002516.2,0,0,0
4563,NP_253253.1,30S ribosomal protein S20,PA4563,rpsT,5112663,5112938,+,NC_002516.2,0,0,0
4564,NP_253254.1,hypothetical protein,PA4564,,5113005,5113469,-,NC_002516.2,0,0,0
4565,NP_253255.1,gamma-glutamyl kinase,PA4565,proB,5113481,5114599,-,NC_002516.2,0,0,0
4566,NP_253256.1,GTPase ObgE,PA4566,obg,5114670,5115890,-,NC_002516.2,0,0,0
4567,NP_253257.1,50S ribosomal protein L27,PA4567,rpmA,5116032,5116289,-,NC_002516.2,0,0,0
4568,NP_253258.1,50S ribosomal protein L21,PA4568,rplU,5116313,5116624,-,NC_002516.2,0,0,0
4569,NP_253259.1,octaprenyl-diphosphate synthase,PA4569,ispB,5116865,5117833,+,NC_002516.2,0,0,0
4570,NP_253260.1,hypothetical protein,PA4570,,5117971,5118195,+,NC_002516.2,0,0,0
4571,NP_253261.1,cytochrome C,PA4571,,5118538,5120565,+,NC_002516.2,0,0,0
4572,NP_253262.1,peptidyl-prolyl cis-trans isomerase FklB,PA4572,fklB,5120635,5121252,-,NC_002516.2,0,0,0
4573,NP_253263.1,hypothetical protein,PA4573,,5121337,5121642,-,NC_002516.2,0,0,0
4574,NP_253264.1,hypothetical protein,PA4574,,5121899,5122387,-,NC_002516.2,0,0,0
4575,NP_253265.1,hypothetical protein,PA4575,,5122561,5122902,-,NC_002516.2,0,0,0
4576,NP_253266.1,ATP-dependent protease,PA4576,,5123053,5125506,-,NC_002516.2,0,0,0
4577,NP_253267.1,hypothetical protein,PA4577,,5125605,5125931,-,NC_002516.2,0,0,0
4578,NP_253268.1,hypothetical protein,PA4578,,5126166,5126654,+,NC_002516.2,0,0,0
4579,NP_253269.1,hypothetical protein,PA4579,,5126713,5128569,+,NC_002516.2,0,0,0
4580,NP_253270.1,hypothetical protein,PA4580,,5128563,5129117,-,NC_002516.2,0,0,0
4581,NP_253271.1,transcriptional regulator RtcR,PA4581,rtcR,5129173,5130768,-,NC_002516.2,0,0,0
4582,NP_253272.1,hypothetical protein,PA4582,,5131428,5132573,+,NC_002516.2,0,0,0
4583,NP_253273.1,hypothetical protein,PA4583,,5132629,5133843,+,NC_002516.2,0,0,0
4584,NP_253274.1,hypothetical protein,PA4584,,5133880,5134692,+,NC_002516.2,0,0,0
4585,NP_253275.1,RNA 3'-terminal-phosphate cyclase,PA4585,rtcA,5134689,5135714,+,NC_002516.2,0,0,0
4586,NP_253276.1,hypothetical protein,PA4586,,5135816,5136193,+,NC_002516.2,0,0,0
4587,NP_253277.1,cytochrome C551 peroxidase,PA4587,ccpR,5136317,5137357,+,NC_002516.2,0,0,0
4588,NP_253278.1,glutamate dehydrogenase,PA4588,gdhA,5137417,5138754,-,NC_002516.2,0,0,0
4589,NP_253279.1,hypothetical protein,PA4589,,5139050,5140441,-,NC_002516.2,0,0,0
4590,NP_253280.1,protein activator,PA4590,pra,5140701,5141189,-,NC_002516.2,0,0,0
4591,NP_253281.1,hypothetical protein,PA4591,,5141786,5143063,-,NC_002516.2,0,0,0
4592,NP_253282.1,hypothetical protein,PA4592,,5143053,5144534,-,NC_002516.2,0,0,0
4593,NP_253283.1,ABC transporter permease,PA4593,,5144527,5145720,-,NC_002516.2,0,0,0
4594,NP_253284.1,ABC transporter ATP-binding protein,PA4594,,5145717,5146403,-,NC_002516.2,0,0,0
4595,NP_253285.1,ABC transporter ATP-binding protein,PA4595,,5146907,5148571,-,NC_002516.2,0,0,0
4596,NP_253286.1,transcriptional regulator,PA4596,,5149064,5149582,+,NC_002516.2,0,0,0
4597,NP_253287.1,multidrug efflux outer membrane protein OprJ,PA4597,oprJ,5149633,5151072,-,NC_002516.2,0,0,0
4598,NP_253288.1,resistance-nodulation-cell division (RND) multidrug efflux transporter MexD,PA4598,mexD,5151078,5154209,-,NC_002516.2,0,0,0
4599,NP_253289.1,resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC,PA4599,mexC,5154237,5155400,-,NC_002516.2,0,0,0
4600,NP_253290.1,transcriptional regulator NfxB,PA4600,nfxB,5155561,5156124,+,NC_002516.2,0,0,0
4601,NP_253291.1,motility regulator,PA4601,morA,5156368,5160615,+,NC_002516.2,0,0,0
4602,NP_253292.1,serine hydroxymethyltransferase,PA4602,glyA3,5160738,5161991,+,NC_002516.2,0,0,0
4603,NP_253293.1,hypothetical protein,PA4603,,5162069,5162449,-,NC_002516.2,0,0,0
4604,NP_253294.1,hypothetical protein,PA4604,,5162472,5163476,-,NC_002516.2,0,0,0
4605,NP_253295.1,hypothetical protein,PA4605,,5163536,5163739,-,NC_002516.2,0,0,0
4606,NP_253296.1,hypothetical protein,PA4606,,5163788,5165854,-,NC_002516.2,0,0,0
4607,NP_253297.1,hypothetical protein,PA4607,,5166191,5166697,-,NC_002516.2,0,0,0
4608,NP_253298.1,hypothetical protein,PA4608,,5166900,5167277,+,NC_002516.2,0,0,0
4609,NP_253299.1,DNA repair protein RadA,PA4609,radA,5167284,5168645,-,NC_002516.2,0,0,0
4610,NP_253300.1,hypothetical protein,PA4610,,5168755,5169189,+,NC_002516.2,0,0,0
4611,NP_253301.1,hypothetical protein,PA4611,,5169251,5169505,-,NC_002516.2,0,0,0
4612,NP_253302.1,hypothetical protein,PA4612,,5169580,5170131,-,NC_002516.2,0,0,0
4613,NP_253303.1,catalase,PA4613,katB,5170185,5171726,-,NC_002516.2,0,0,0
4614,NP_253304.1,large-conductance mechanosensitive channel,PA4614,mscL,5172253,5172666,+,NC_002516.2,0,0,0
4615,NP_253305.1,oxidoreductase,PA4615,,5172771,5173547,-,NC_002516.2,0,0,0
4616,NP_253306.1,C4-dicarboxylate-binding protein,PA4616,,5173654,5174652,-,NC_002516.2,0,0,0
4617,NP_253307.1,hypothetical protein,PA4617,,5174980,5176104,+,NC_002516.2,0,0,0
4618,NP_253308.1,hypothetical protein,PA4618,,5176680,5177651,-,NC_002516.2,0,0,0
4619,NP_253309.1,cytochrome C,PA4619,,5177655,5178902,-,NC_002516.2,0,0,0
4620,NP_253310.1,hypothetical protein,PA4620,,5178905,5179444,-,NC_002516.2,0,0,0
4621,NP_253311.1,oxidoreductase,PA4621,,5179437,5182268,-,NC_002516.2,0,0,0
4622,NP_253312.1,major facilitator superfamily transporter,PA4622,,5182579,5183790,+,NC_002516.2,0,0,0
4623,NP_253313.1,hypothetical protein,PA4623,,5183950,5184339,-,NC_002516.2,0,0,0
4624,NP_253314.1,hypothetical protein,PA4624,,5184642,5186348,-,NC_002516.2,0,0,0
4625,NP_253315.1,hypothetical protein,PA4625,,5186411,5192875,-,NC_002516.2,0,0,0
4626,NP_253316.1,glycerate dehydrogenase,PA4626,hprA,5193196,5194167,+,NC_002516.2,0,0,0
4627,NP_253317.1,16S rRNA methyltransferase,PA4627,,5194277,5195275,+,NC_002516.2,0,0,0
4628,NP_253318.1,lysine-specific permease,PA4628,lysP,5195370,5196833,+,NC_002516.2,0,0,0
4629,NP_253319.1,hypothetical protein,PA4629,,5197186,5197764,+,NC_002516.2,0,0,0
4630,NP_253320.1,hypothetical protein,PA4630,,5197881,5198324,+,NC_002516.2,0,0,0
4631,NP_253321.1,hypothetical protein,PA4631,,5198334,5199359,-,NC_002516.2,0,0,0
4632,NP_253322.1,hypothetical protein,PA4632,,5199503,5200324,-,NC_002516.2,0,0,0
4633,NP_253323.1,chemotaxis transducer,PA4633,,5200487,5202625,+,NC_002516.2,0,0,0
4634,NP_253324.1,hypothetical protein,PA4634,,5202628,5203242,-,NC_002516.2,0,0,0
4635,NP_253325.1,hypothetical protein,PA4635,,5203668,5204372,+,NC_002516.2,0,0,0
4636,YP_008719779.1,hypothetical protein,PA4635a,,5204385,5204648,-,NC_002516.2,0,0,0
4637,YP_008719780.1,hypothetical protein,PA4636a,,5204648,5204830,-,NC_002516.2,0,0,0
4638,NP_253326.1,hypothetical protein,PA4636,,5204928,5206088,+,NC_002516.2,0,0,0
4639,NP_253327.1,hypothetical protein,PA4637,,5206209,5206487,-,NC_002516.2,0,0,0
4640,YP_008719781.1,hypothetical protein,PA4637a,,5206720,5207007,-,NC_002516.2,0,1,0
4641,NP_253329.1,hypothetical protein,PA4639,,5207035,5207622,-,NC_002516.2,0,0,0
4642,NP_253330.1,malate:quinone oxidoreductase,PA4640,mqoB,5208464,5209987,+,NC_002516.2,0,0,0
4643,NP_253331.1,hypothetical protein,PA4642,,5210706,5210996,-,NC_002516.2,0,0,0
4644,NP_253332.1,hypothetical protein,PA4643,,5211079,5211564,-,NC_002516.2,0,0,0
4645,NP_253333.1,hypothetical protein,PA4644,,5211632,5212105,-,NC_002516.2,0,0,0
4646,NP_253334.1,hypoxanthine-guanine phosphoribosyltransferase,PA4645,,5212107,5212664,-,NC_002516.2,0,0,0
4647,NP_253335.1,uracil phosphoribosyltransferase,PA4646,upp,5212833,5213471,+,NC_002516.2,0,0,0
4648,NP_253336.1,uracil permease,PA4647,uraA,5213474,5214757,+,NC_002516.2,0,0,0
4649,NP_253337.1,hypothetical protein,PA4648,,5215091,5215639,+,NC_002516.2,0,0,0
4650,NP_253338.1,hypothetical protein,PA4649,,5215670,5216203,+,NC_002516.2,0,0,0
4651,NP_253339.1,hypothetical protein,PA4650,,5216203,5216745,+,NC_002516.2,0,0,0
4652,NP_253340.1,pili assembly chaperone,PA4651,,5216764,5217552,+,NC_002516.2,0,0,0
4653,NP_253341.1,hypothetical protein,PA4652,,5217569,5219941,+,NC_002516.2,0,0,0
4654,NP_253342.1,hypothetical protein,PA4653,,5219938,5220885,+,NC_002516.2,0,0,0
4655,NP_253343.1,major facilitator superfamily transporter,PA4654,,5220887,5222260,-,NC_002516.2,0,0,0
4656,NP_253344.1,ferrochelatase,PA4655,hemH,5222540,5223562,-,NC_002516.2,0,0,0
4657,NP_253345.1,hypothetical protein,PA4656,,5223559,5224476,-,NC_002516.2,0,0,0
4658,NP_253346.1,hypothetical protein,PA4657,,5224890,5225873,+,NC_002516.2,0,0,0
4659,NP_253347.1,hypothetical protein,PA4658,,5226026,5226982,+,NC_002516.2,0,0,0
4660,NP_253348.1,transcriptional regulator,PA4659,,5226992,5227891,+,NC_002516.2,0,0,0
4661,NP_253349.1,deoxyribodipyrimidine photolyase,PA4660,phr,5227888,5229333,+,NC_002516.2,0,0,0
4662,NP_253350.1,lipid A 3-O-deacylase,PA4661,pagL,5229459,5229980,-,NC_002516.2,0,0,0
4663,NP_253351.1,glutamate racemase,PA4662,murI,5230114,5230911,-,NC_002516.2,0,0,0
4664,NP_253352.1,molybdopterin biosynthesis protein MoeB,PA4663,moeB,5230901,5231659,-,NC_002516.2,0,0,0
