id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,"DeepSecE(0.6)",T4SEfinder
2410,WP_010948132.1,malonate decarboxylase holo-[acyl-carrier-protein,LPG_RS12235,mdcG,2745713,2746336,+,NC_002942.5,0,0,0,0
2411,WP_010948133.1,triphosphoribosyl-dephospho-CoA synthase MdcB,LPG_RS12240,mdcB,2746308,2747150,+,NC_002942.5,0,0,0,0
2412,WP_010948134.1,malonate decarboxylase subunit epsilon,LPG_RS12245,mdcH,2747147,2748094,+,NC_002942.5,0,0,0,0
2413,WP_015444081.1,alkaline phosphatase,LPG_RS12250,,2748229,2748408,+,NC_002942.5,0,0,0,0
2414,WP_010948135.1,metallophosphoesterase,LPG_RS12255,,2748442,2749101,+,NC_002942.5,0,0,0,0
2415,WP_010948136.1,Dot/Icm T4SS effector Ceg30,LPG_RS12260,ceg30,2749238,2750998,+,NC_002942.5,1,1,1,1
2416,WP_010948137.1,lpg2434 family Dot/Icm T4SS effector,LPG_RS12265,,2751265,2751759,+,NC_002942.5,1,0,0,0
2417,WP_010948138.1,DUF1311 domain-containing protein,LPG_RS12270,,2751786,2752829,+,NC_002942.5,0,0,0,0
2418,WP_010948139.1,hypothetical protein,LPG_RS12275,,2752866,2753246,+,NC_002942.5,0,0,0,0
2419,WP_015444079.1,hypothetical protein,LPG_RS12280,,2753353,2753544,-,NC_002942.5,0,0,0,0
2420,WP_010948141.1,multidrug effflux MFS transporter,LPG_RS12285,,2753605,2754795,-,NC_002942.5,0,0,0,0
2421,WP_010948142.1,NAD(P)H-dependent oxidoreductase,LPG_RS12290,,2755062,2755613,-,NC_002942.5,0,0,0,0
2422,WP_015444077.1,glutathione S-transferase family protein,LPG_RS12295,,2755762,2756721,+,NC_002942.5,0,0,0,0
2423,WP_010948144.1,VOC family protein,LPG_RS12300,,2756759,2757232,+,NC_002942.5,0,0,0,0
2424,WP_010948145.1,VOC family protein,LPG_RS12305,,2757333,2757743,+,NC_002942.5,0,0,0,0
2425,WP_010948146.1,lpg2443 family Dot/Icm T4SS effector,LPG_RS12310,,2757867,2758424,-,NC_002942.5,1,0,0,0
2426,WP_010948147.1,Dot/Icm T4SS effector MavI,LPG_RS12315,mavI,2758651,2759265,-,NC_002942.5,1,1,1,1
2427,WP_010948148.1,hypothetical protein,LPG_RS12320,,2759412,2759897,+,NC_002942.5,0,0,0,0
2428,WP_014842480.1,hypothetical protein,LPG_RS12325,,2759994,2760260,+,NC_002942.5,0,1,1,1
2431,WP_015444074.1,D-alanyl-D-alanine dipeptidase,LPG_RS12340,,2761352,2762032,+,NC_002942.5,0,0,0,0
2432,WP_010948152.1,membrane protein,LPG_RS12345,,2762115,2762843,+,NC_002942.5,0,0,0,0
2433,WP_010948153.1,arylamine N-acetyltransferase,LPG_RS12350,,2762922,2763890,-,NC_002942.5,0,1,1,0
2434,WP_010948154.1,Dot/Icm T4SS effector AnkF/LegA14/Ceg31,LPG_RS12355,ankF,2764049,2766814,-,NC_002942.5,1,1,1,1
2435,WP_014327007.1,hypothetical protein,LPG_RS12360,,2767038,2767532,+,NC_002942.5,0,0,0,1
2436,WP_010948155.1,hypothetical protein,LPG_RS12365,,2767580,2768029,-,NC_002942.5,0,1,1,1
2437,WP_010948156.1,GNAT family N-acetyltransferase,LPG_RS12370,,2768334,2768780,+,NC_002942.5,0,0,0,0
2438,WP_010948157.1,hypothetical protein,LPG_RS12375,,2769090,2769719,+,NC_002942.5,1,1,1,1
2439,WP_010948158.1,Dot/Icm T4SS effector AnkD/LegA15,LPG_RS12380,ankD,2769925,2771340,+,NC_002942.5,1,1,0,1
2440,WP_015444072.1,response regulator,LPG_RS12385,,2771352,2771759,-,NC_002942.5,0,0,0,0
2441,WP_015444071.1,PAS domain S-box protein,LPG_RS12390,,2771823,2773100,-,NC_002942.5,0,0,0,1
2442,WP_015444070.1,heme NO-binding domain-containing protein,LPG_RS12395,,2773093,2773647,-,NC_002942.5,0,0,0,0
2443,WP_010948162.1,hypothetical protein,LPG_RS12400,,2773873,2774256,-,NC_002942.5,0,0,0,0
2444,WP_010948163.1,lpg2461 family Dot/Icm T4SS effector,LPG_RS12405,,2774397,2775035,+,NC_002942.5,1,1,1,1
2445,WP_010948164.1,methyltransferase domain-containing protein,LPG_RS12410,,2775242,2776174,+,NC_002942.5,0,0,0,0
2446,WP_010948165.1,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,LPG_RS12415,,2776438,2777157,+,NC_002942.5,0,0,0,0
2447,WP_010948166.1,Dot/Icm T4SS effector guanine nucleotide-exchange factor DrrA/SidM,LPG_RS12420,sidM,2777324,2779267,-,NC_002942.5,1,1,1,1
2448,WP_010948167.1,T4SS effector deAMPylase SidD,LPG_RS12425,sidD,2779337,2780860,+,NC_002942.5,1,1,1,1
2449,WP_010948168.1,hydrogenase maturation protease,LPG_RS12430,,2780889,2781368,-,NC_002942.5,0,0,0,0
2450,WP_010948169.1,Ni/Fe hydrogenase subunit alpha,LPG_RS12435,,2781365,2782657,-,NC_002942.5,0,0,0,0
2451,WP_010948170.1,sulfhydrogenase subunit delta,LPG_RS12440,,2782650,2783435,-,NC_002942.5,0,0,0,0
2452,WP_010948171.1,FAD/NAD(P)-binding protein,LPG_RS12445,,2783453,2784298,-,NC_002942.5,0,0,0,0
2453,WP_016357016.1,sulfite reductase subunit A,LPG_RS12450,,2784291,2785430,-,NC_002942.5,0,0,0,0
2454,WP_010948173.1,hydrogenase expression/formation protein HypE,LPG_RS12455,hypE,2785466,2786524,-,NC_002942.5,0,0,0,0
2455,WP_010948174.1,hydrogenase formation protein HypD,LPG_RS12460,hypD,2786521,2787627,-,NC_002942.5,0,0,0,0
2456,WP_010948175.1,HypC/HybG/HupF family hydrogenase formation chaperone,LPG_RS12465,,2787624,2787851,-,NC_002942.5,0,0,0,0
2457,WP_010948176.1,carbamoyltransferase HypF,LPG_RS12470,hypF,2787861,2790086,-,NC_002942.5,0,0,0,0
2458,WP_010948177.1,hydrogenase nickel incorporation protein HypB,LPG_RS12475,hypB,2790102,2790860,-,NC_002942.5,0,0,0,0
2459,WP_010948178.1,hydrogenase maturation nickel metallochaperone HypA,LPG_RS12480,hypA,2790860,2791201,-,NC_002942.5,0,0,0,0
2460,WP_015444063.1,HoxN/HupN/NixA family nickel/cobalt transporter,LPG_RS12485,,2791213,2791890,-,NC_002942.5,0,0,0,0
2461,WP_015444062.1,glycosyltransferase,LPG_RS12490,,2792036,2792995,+,NC_002942.5,0,0,0,0
2462,WP_015444061.1,GtrA family protein,LPG_RS12495,,2792979,2793368,+,NC_002942.5,0,0,0,0
2463,WP_010948182.1,ChbG/HpnK family deacetylase,LPG_RS12500,,2793345,2794157,-,NC_002942.5,0,0,0,0
2464,WP_015444060.1,EamA family transporter,LPG_RS12505,,2794324,2795214,-,NC_002942.5,0,0,0,0
2465,WP_010948184.1,Dot/Icm T4SS effector SdbB,LPG_RS12510,sdbB,2795479,2796825,+,NC_002942.5,1,1,1,1
2466,WP_010948185.1,carboxymuconolactone decarboxylase family protein,LPG_RS12515,,2796852,2797409,-,NC_002942.5,0,0,0,0
2467,WP_010948186.1,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,LPG_RS12520,rdgB,2797458,2798042,+,NC_002942.5,0,0,0,0
2468,WP_010948187.1,tetratricopeptide repeat protein,LPG_RS12525,,2798044,2799759,+,NC_002942.5,0,0,0,1
2469,WP_010948188.1,phosphomannomutase/phosphoglucomutase,LPG_RS12530,,2800077,2801465,-,NC_002942.5,0,0,0,0
2470,WP_014842515.1,dUTP diphosphatase,LPG_RS12535,dut,2801466,2801924,-,NC_002942.5,0,0,0,0
2471,WP_015444059.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,LPG_RS12540,coaBC,2801951,2803147,-,NC_002942.5,0,0,0,0
2472,WP_010948191.1,DNA repair protein RadC,LPG_RS12545,radC,2803224,2803907,+,NC_002942.5,0,0,0,0
2473,WP_015444058.1,hypothetical protein,LPG_RS12550,,2803943,2804179,+,NC_002942.5,0,0,0,0
2474,WP_010948192.1,Dot/Icm T4SS GTPase-activating effector LepB,LPG_RS12555,lepB,2804259,2808143,+,NC_002942.5,1,1,1,1
2475,WP_010948193.1,"RNA 2',3'-cyclic phosphodiesterase",LPG_RS12560,thpR,2808266,2808829,-,NC_002942.5,0,0,0,0
2476,WP_010948194.1,zinc-dependent alcohol dehydrogenase family protein,LPG_RS12565,,2809091,2810077,+,NC_002942.5,0,0,0,0
2477,WP_010948195.1,Hsp20/alpha crystallin family protein,LPG_RS12570,,2810340,2810834,+,NC_002942.5,0,0,0,1
2478,WP_010948196.1,cyclase family protein,LPG_RS12575,,2811202,2811894,+,NC_002942.5,0,0,0,0
2479,WP_010948197.1,saccharopine dehydrogenase NADP-binding domain-containing protein,LPG_RS12580,,2811945,2813363,-,NC_002942.5,0,0,0,0
2480,WP_015444055.1,tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,LPG_RS12585,trmL,2813641,2814090,+,NC_002942.5,0,0,0,0
2481,WP_015444054.1,thiamine diphosphokinase,LPG_RS12590,,2814249,2814899,-,NC_002942.5,0,0,0,0
2482,WP_011947416.1,SemiSWEET family transporter,LPG_RS12595,,2814883,2815149,-,NC_002942.5,0,0,0,0
2483,WP_010948200.1,Dot/Icm T4SS effector MavJ,LPG_RS12600,mavJ,2815381,2816313,+,NC_002942.5,1,1,1,1
2484,WP_011947421.1,hypothetical protein,LPG_RS12605,,2816627,2816851,+,NC_002942.5,0,0,0,0
2485,WP_010948201.1,TIGR00730 family Rossman fold protein,LPG_RS12610,,2816981,2817553,+,NC_002942.5,0,0,0,0
2486,WP_010948202.1,carbonic anhydrase,LPG_RS12615,,2817593,2818330,+,NC_002942.5,0,0,0,0
2487,WP_015444051.1,multidrug effflux MFS transporter,LPG_RS12620,,2818427,2819647,+,NC_002942.5,0,0,0,0
2488,WP_223804316.1,malonyl CoA-ACP transacylase,LPG_RS15390,,2819644,2820072,-,NC_002942.5,0,0,0,0
2489,WP_010948205.1,hypothetical protein,LPG_RS12630,,2820300,2820620,-,NC_002942.5,0,0,0,0
2490,WP_010948206.1,Dot/Icm T4SS effector Ceg32/SidI,LPG_RS12635,ceg32,2820928,2823756,+,NC_002942.5,1,1,1,1
2491,WP_010948207.1,Dot/Icm T4SS metaeffector MesI,LPG_RS12640,mesI,2823758,2824645,+,NC_002942.5,1,1,1,1
2492,WP_010948208.1,HAMP domain-containing histidine kinase,LPG_RS12645,,2825042,2826304,+,NC_002942.5,0,0,0,0
2493,WP_010948209.1,iron-containing redox enzyme family protein,LPG_RS12650,,2826352,2827047,-,NC_002942.5,0,0,0,0
2494,WP_010948210.1,Dot/Icm T4SS effector SdjA,LPG_RS12655,sdjA,2827446,2829869,-,NC_002942.5,1,1,1,1
2495,WP_010948211.1,Dot/Icm T4SS effector deubiquitinase DupB/LaiF,LPG_RS12660,dupB,2829940,2831133,-,NC_002942.5,1,1,1,1
2496,WP_010948212.1,Dot/Icm T4SS effector SdcA,LPG_RS12665,sdcA,2831384,2834110,+,NC_002942.5,1,1,1,1
2497,WP_010948213.1,Dot/Icm T4SS effector SidC,LPG_RS12670,sidC,2834261,2837014,+,NC_002942.5,1,1,1,1
2498,WP_010948214.1,multidrug efflux RND transporter permease subunit,LPG_RS12675,,2837380,2840532,-,NC_002942.5,0,0,0,0
2499,WP_015444044.1,efflux RND transporter periplasmic adaptor subunit,LPG_RS12680,,2840592,2841746,-,NC_002942.5,0,0,0,0
2500,WP_015444043.1,efflux transporter outer membrane subunit,LPG_RS12685,,2841752,2843305,-,NC_002942.5,0,0,0,0
2501,WP_014842546.1,hypothetical protein,LPG_RS12690,,2843496,2843810,-,NC_002942.5,0,0,0,0
2502,WP_016357023.1,MFS transporter,LPG_RS12695,,2843865,2845097,-,NC_002942.5,0,0,0,0
2503,WP_010948219.1,Lrp/AsnC family transcriptional regulator,LPG_RS12700,,2845298,2845771,+,NC_002942.5,0,0,0,0
2504,WP_010948220.1,hypothetical protein,LPG_RS12705,,2845967,2846308,+,NC_002942.5,0,0,0,0
2505,WP_016357024.1,hypothetical protein,LPG_RS12710,,2846529,2847059,+,NC_002942.5,0,1,1,1
2506,WP_010948222.1,hypothetical protein,LPG_RS12715,,2847152,2847520,-,NC_002942.5,0,0,0,0
2507,WP_010948223.1,DUF1328 domain-containing protein,LPG_RS12720,,2847611,2847790,+,NC_002942.5,0,0,0,0
2508,WP_015444040.1,DSD1 family PLP-dependent enzyme,LPG_RS12725,,2847831,2848961,-,NC_002942.5,0,0,0,0
2509,WP_010948225.1,Dot/Icm T4SS effector Lem26,LPG_RS12730,lem26,2849475,2851814,+,NC_002942.5,1,1,1,1
2510,WP_010948226.1,LuxR C-terminal-related transcriptional regulator,LPG_RS12735,,2852006,2852869,+,NC_002942.5,0,0,0,0
2511,WP_010948227.1,lpg2525 family Dot/Icm T4SS effector,LPG_RS12740,,2852975,2854309,+,NC_002942.5,1,1,1,1
2512,WP_010948228.1,Dot/Icm T4SS effector MavL,LPG_RS12745,mavL,2854590,2855957,-,NC_002942.5,1,1,1,1
2513,WP_010948229.1,lpg2527 family Dot/Icm T4SS effector,LPG_RS12750,,2856264,2857940,-,NC_002942.5,1,1,1,1
2514,WP_010948230.1,alpha-amylase family glycosyl hydrolase,LPG_RS12755,,2858107,2859657,+,NC_002942.5,0,0,0,0
2515,WP_010948231.1,Dot/Icm T4SS effector Lem27,LPG_RS12760,lem27,2859811,2861529,-,NC_002942.5,1,1,1,1
2516,WP_011216409.1,hypothetical protein,LPG_RS12765,,2861523,2861774,-,NC_002942.5,0,0,0,1
2517,WP_010948232.1,3-deoxy-7-phosphoheptulonate synthase,LPG_RS12770,,2862296,2863339,+,NC_002942.5,0,0,0,0
2518,WP_010948233.1,chorismate mutase,LPG_RS12775,,2863336,2863920,+,NC_002942.5,0,0,0,0
2519,WP_015444034.1,chorismate mutase,LPG_RS12780,,2863954,2864214,+,NC_002942.5,0,0,0,0
2520,WP_010948234.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,LPG_RS12785,,2864214,2865380,+,NC_002942.5,0,0,0,0
2521,WP_010948235.1,SAM-dependent methyltransferase TehB,LPG_RS12790,tehB,2865682,2866578,+,NC_002942.5,0,0,0,0
2522,WP_010948236.1,Rrf2 family transcriptional regulator,LPG_RS12795,,2866611,2867042,-,NC_002942.5,0,0,0,0
2523,WP_011947457.1,group 1 truncated hemoglobin,LPG_RS12800,,2867122,2867496,+,NC_002942.5,0,0,0,0
2524,WP_010948238.1,FAD-binding oxidoreductase,LPG_RS12805,,2867493,2868449,+,NC_002942.5,0,0,0,0
2525,WP_010948239.1,amidohydrolase family protein,LPG_RS12810,,2868674,2869693,+,NC_002942.5,0,0,0,0
2526,WP_010948240.1,lpg2538 family Dot/Icm T4SS effector,LPG_RS12815,,2869817,2871232,-,NC_002942.5,1,1,1,1
2527,WP_010948241.1,lpg2539 family Dot/Icm T4SS effector,LPG_RS12820,,2871814,2872221,-,NC_002942.5,1,1,1,1
2528,WP_010948242.1,large-conductance mechanosensitive channel protein MscL,LPG_RS12825,mscL,2872433,2872816,-,NC_002942.5,0,0,0,0
2529,WP_010948243.1,lpg2541 family Dot/Icm T4SS effector,LPG_RS12830,,2872931,2873764,-,NC_002942.5,1,1,1,0
2530,WP_015444030.1,hypothetical protein,LPG_RS12835,,2874050,2874478,-,NC_002942.5,0,0,0,0
2531,WP_129854165.1,hypothetical protein,LPG_RS12840,,2874608,2875255,-,NC_002942.5,0,0,0,0
2532,WP_010948246.1,MltA domain-containing protein,LPG_RS12845,,2875791,2877164,+,NC_002942.5,0,0,0,0
2533,WP_010948247.1,hypothetical protein,LPG_RS12850,,2877541,2877831,+,NC_002942.5,0,0,0,1
2534,WP_015444026.1,hypothetical protein,LPG_RS15275,,2878062,2878208,-,NC_002942.5,0,0,0,0
2535,WP_010948248.1,lpg2546 family Dot/Icm T4SS effector,LPG_RS12855,,2878610,2880019,-,NC_002942.5,1,1,1,1
2536,WP_010948249.1,tRNA-binding protein,LPG_RS12860,,2880193,2880528,-,NC_002942.5,0,0,0,0
2537,WP_223804315.1,DMT family transporter,LPG_RS12865,,2880538,2881440,-,NC_002942.5,0,0,0,0
2538,WP_015444023.1,helix-turn-helix domain-containing protein,LPG_RS12870,,2881518,2882273,-,NC_002942.5,0,0,0,0
2539,WP_010948252.1,hypothetical protein,LPG_RS12875,,2882559,2883128,-,NC_002942.5,0,0,0,0
2540,WP_010948253.1,DUF2306 domain-containing protein,LPG_RS12880,,2883256,2884101,+,NC_002942.5,0,0,0,0
2541,WP_010948254.1,lpg2552 family Dot/Icm T4SS effector,LPG_RS12885,,2884137,2885804,-,NC_002942.5,1,1,1,1
2542,WP_010948255.1,MFS transporter,LPG_RS12890,,2885982,2887349,+,NC_002942.5,0,0,0,0
2543,WP_015444021.1,septal ring lytic transglycosylase RlpA family protein,LPG_RS12895,,2887660,2888094,+,NC_002942.5,0,0,0,0
2544,WP_010948257.1,Lpg2555 family Dot/Icm T4SS effector hydrolase,LPG_RS12900,,2888571,2889425,-,NC_002942.5,1,1,1,1
2545,WP_010948258.1,Dot/Icm T4SS effector LegK3,LPG_RS12905,legK3,2890013,2891401,+,NC_002942.5,1,1,1,1
2546,WP_015444019.1,LuxR family transcriptional regulator RegK3,LPG_RS12910,regK3,2891426,2892109,-,NC_002942.5,0,0,0,0
2548,WP_010948261.1,helix-turn-helix domain-containing protein,LPG_RS12920,,2892852,2894309,+,NC_002942.5,0,0,0,0
2549,WP_010948262.1,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein,LPG_RS12925,,2894489,2895076,-,NC_002942.5,0,0,0,0
2550,WP_025862428.1,hypothetical protein,LPG_RS12930,,2895245,2895739,-,NC_002942.5,0,0,0,0
2551,WP_010948264.1,XRE family transcriptional regulator,LPG_RS12935,,2896086,2896763,-,NC_002942.5,0,0,0,0
2552,WP_010948265.1,AlpA family phage regulatory protein,LPG_RS12940,,2896977,2897183,+,NC_002942.5,0,0,0,0
2553,WP_010948266.1,protein LvrA,LPG_RS12945,,2897221,2897619,+,NC_002942.5,0,0,0,0
2554,WP_223804314.1,IS3-like element ISLpn8 family transposase,LPG_RS12950,,2898333,2898585,+,NC_002942.5,0,0,0,0
2555,WP_010948269.1,helix-turn-helix transcriptional regulator,LPG_RS12955,,2899489,2900097,-,NC_002942.5,0,0,0,0
2556,WP_010948270.1,DUF4917 family protein,LPG_RS12960,,2900255,2901337,-,NC_002942.5,0,0,0,1
2557,WP_010948271.1,hypothetical protein,LPG_RS12965,,2901559,2901966,-,NC_002942.5,0,1,0,1
2559,WP_010948272.1,hypothetical protein,LPG_RS12975,,2902489,2903049,-,NC_002942.5,0,0,0,0
2560,WP_015444014.1,DUF5677 domain-containing protein,LPG_RS12980,,2903101,2903829,-,NC_002942.5,0,0,0,0
2561,WP_010948274.1,recombinase family protein,LPG_RS12985,,2903857,2904405,-,NC_002942.5,0,0,0,0
2562,WP_010948275.1,DUF1653 domain-containing protein,LPG_RS12990,,2904635,2904871,-,NC_002942.5,0,0,0,0
2563,WP_010948276.1,DUF488 family protein,LPG_RS13000,,2905190,2905567,-,NC_002942.5,0,0,0,0
2564,WP_010948277.1,Dot/Icm T4SS effector MavM,LPG_RS13005,mavM,2905863,2906621,-,NC_002942.5,1,1,1,0
2565,WP_010948278.1,hypothetical protein,LPG_RS13010,,2906717,2906971,-,NC_002942.5,0,1,1,1
2566,WP_015444011.1,hypothetical protein,LPG_RS13015,,2907214,2907576,-,NC_002942.5,0,0,0,0
2567,WP_010948280.1,acyl-CoA dehydrogenase family protein,LPG_RS13020,,2907822,2908979,-,NC_002942.5,0,0,0,0
2568,WP_015444009.1,alpha-ketoacid dehydrogenase subunit alpha/beta,LPG_RS13025,,2908957,2911194,-,NC_002942.5,0,0,0,0
2569,WP_010948282.1,flagellar hook-length control protein FliK,LPG_RS13030,,2911432,2912598,+,NC_002942.5,0,0,0,0
2570,WP_011947507.1,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,LPG_RS13035,,2912595,2912861,+,NC_002942.5,0,0,0,0
2571,WP_011216460.1,hypothetical protein,LPG_RS13040,,2912984,2913163,+,NC_002942.5,0,1,0,0
2572,WP_010948284.1,Dot/Icm T4SS effector SidF,LPG_RS13045,sidF,2913345,2916083,+,NC_002942.5,1,1,1,1
2573,WP_010948285.1,M15 family metallopeptidase,LPG_RS13050,,2916109,2916840,+,NC_002942.5,0,0,0,0
2574,WP_010948286.1,C1 family peptidase,LPG_RS13055,,2917042,2918136,+,NC_002942.5,0,1,0,0
2575,WP_010948287.1,SGNH/GDSL hydrolase family protein,LPG_RS13060,,2918357,2919907,+,NC_002942.5,0,0,0,1
2576,WP_010948288.1,Dot/Icm T4SS effector LegS1,LPG_RS13065,legS1,2919924,2921081,-,NC_002942.5,1,1,1,0
2577,WP_010948289.1,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,LPG_RS13070,dacB,2921870,2923663,-,NC_002942.5,0,0,0,0
2578,WP_010948290.1,ParB/RepB/Spo0J family partition protein,LPG_RS13075,,2923755,2924546,-,NC_002942.5,0,0,0,0
2579,WP_010948291.1,Dot/Icm T4SS effector Ceg33,LPG_RS13080,ceg33,2924663,2925160,-,NC_002942.5,1,1,1,1
2580,WP_010948292.1,CPBP family intramembrane metalloprotease,LPG_RS13085,,2925333,2926082,-,NC_002942.5,0,0,0,0
2581,WP_010948293.1,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,LPG_RS13090,rsmB,2926079,2927362,-,NC_002942.5,0,0,0,0
2582,WP_010948294.1,methionyl-tRNA formyltransferase,LPG_RS13095,fmt,2927359,2928303,-,NC_002942.5,0,0,0,0
2583,WP_010948295.1,peptide deformylase,LPG_RS13100,def,2928300,2928812,-,NC_002942.5,0,0,0,0
2584,WP_010948296.1,LysM peptidoglycan-binding domain-containing protein,LPG_RS13105,,2928906,2929943,+,NC_002942.5,0,0,0,0
2585,WP_010948297.1,DNA-processing protein DprA,LPG_RS13110,dprA,2929940,2931025,+,NC_002942.5,0,0,0,0
2586,WP_015444006.1,DUF494 family protein,LPG_RS13115,,2931015,2931452,+,NC_002942.5,0,1,0,1
2587,WP_010948299.1,type I DNA topoisomerase,LPG_RS13120,topA,2931531,2933810,+,NC_002942.5,0,0,0,0
2588,WP_010948300.1,acyltransferase,LPG_RS13125,,2933912,2935885,-,NC_002942.5,0,0,0,0
2589,WP_010948301.1,PH domain-containing protein,LPG_RS13130,,2936021,2936461,-,NC_002942.5,0,0,0,0
2590,WP_010948302.1,DUF721 domain-containing protein,LPG_RS13135,,2936592,2937014,+,NC_002942.5,0,0,0,0
2591,WP_010948303.1,Dot/Icm T4SS effector Lem28,LPG_RS13140,lem28,2937032,2938336,+,NC_002942.5,1,1,1,1
2592,WP_015444002.1,alpha/beta hydrolase,LPG_RS13145,,2938637,2939434,+,NC_002942.5,0,0,0,0
2593,WP_010948305.1,hypothetical protein,LPG_RS13150,,2939490,2939906,-,NC_002942.5,0,0,0,0
2594,WP_015444000.1,class II glutamine amidotransferase,LPG_RS13155,,2940021,2940872,-,NC_002942.5,0,0,0,0
2595,WP_010948307.1,M13 family metallopeptidase,LPG_RS13160,,2941026,2943062,-,NC_002942.5,0,0,0,0
2596,WP_010948308.1,UDP-3-O-acyl-N-acetylglucosamine deacetylase,LPG_RS13165,lpxC,2943206,2944120,-,NC_002942.5,0,0,0,0
2597,WP_010948309.1,cell division protein FtsZ,LPG_RS13170,ftsZ,2944368,2945564,-,NC_002942.5,0,0,0,0
2598,WP_011216485.1,cell division protein FtsA,LPG_RS13175,ftsA,2945759,2946997,-,NC_002942.5,0,0,0,0
2599,WP_010948311.1,cell division protein FtsQ/DivIB,LPG_RS13180,,2946997,2947716,-,NC_002942.5,0,0,0,0
2600,WP_015443998.1,D-alanine--D-alanine ligase,LPG_RS13185,,2947732,2948826,-,NC_002942.5,0,0,0,0
2601,WP_016357031.1,UDP-N-acetylmuramate dehydrogenase,LPG_RS13190,murB,2948810,2949736,-,NC_002942.5,0,0,0,0
2602,WP_010948314.1,UDP-N-acetylmuramate--L-alanine ligase,LPG_RS13195,murC,2949745,2951154,-,NC_002942.5,0,0,0,0
2603,WP_011216490.1,putative lipid II flippase FtsW,LPG_RS13200,ftsW,2951164,2952339,-,NC_002942.5,0,0,0,0
2604,WP_010948316.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,LPG_RS13205,murD,2952345,2953688,-,NC_002942.5,0,0,0,0
2605,WP_014842671.1,phospho-N-acetylmuramoyl-pentapeptide-transferase,LPG_RS13210,mraY,2953702,2954787,-,NC_002942.5,0,0,0,0
2606,WP_015443995.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,LPG_RS13215,,2954902,2956239,-,NC_002942.5,0,0,0,0
2607,WP_010948319.1,cell division protein ZipA,LPG_RS13220,,2956480,2957259,-,NC_002942.5,0,0,0,0
2608,WP_010948320.1,chromosome segregation protein SMC,LPG_RS13225,smc,2957264,2960758,-,NC_002942.5,0,0,0,0
2609,WP_010948321.1,acid phosphatase,LPG_RS13230,,2960933,2961613,+,NC_002942.5,0,0,0,0
2610,WP_010948322.1,C1 family peptidase,LPG_RS13235,,2961715,2962776,-,NC_002942.5,0,0,0,0
2611,WP_010948323.1,Tim44-like domain-containing protein,LPG_RS13240,,2963086,2963898,+,NC_002942.5,0,0,0,0
2612,WP_010948324.1,transcription elongation factor GreA,LPG_RS13245,greA,2963973,2964455,-,NC_002942.5,0,0,0,0
2613,WP_010948325.1,carbamoyl-phosphate synthase large subunit,LPG_RS13250,carB,2964464,2967667,-,NC_002942.5,0,0,0,0
2614,WP_010948326.1,hypothetical protein,LPG_RS13255,,2967794,2968066,-,NC_002942.5,0,0,0,0
2615,WP_010948327.1,NAD(P)/FAD-dependent oxidoreductase,LPG_RS13260,,2968179,2969360,+,NC_002942.5,0,0,0,0
2616,WP_010948328.1,lpg2628 family Dot/Icm T4SS effector,LPG_RS13265,,2969395,2970147,-,NC_002942.5,1,0,0,0
2617,WP_010948329.1,LPS export ABC transporter permease LptG,LPG_RS13270,lptG,2970147,2971217,-,NC_002942.5,0,0,0,0
2618,WP_015443992.1,LPS export ABC transporter permease LptF,LPG_RS13275,lptF,2971214,2972293,-,NC_002942.5,0,0,0,0
2619,WP_015443991.1,leucyl aminopeptidase,LPG_RS13280,,2972496,2973947,+,NC_002942.5,0,0,0,0
2620,WP_010948332.1,DNA polymerase III subunit chi,LPG_RS13285,,2973928,2974362,+,NC_002942.5,0,0,0,0
2621,WP_010948333.1,DUF1840 domain-containing protein,LPG_RS13290,,2974501,2974818,-,NC_002942.5,0,0,0,0
2622,WP_010948334.1,leucyl aminopeptidase family protein,LPG_RS13295,,2974841,2976205,-,NC_002942.5,0,0,0,0
2623,WP_010948335.1,murein biosynthesis integral membrane protein MurJ,LPG_RS13300,murJ,2976210,2977781,-,NC_002942.5,0,0,0,0
2624,WP_010948336.1,30S ribosomal protein S20,LPG_RS13305,rpsT,2978139,2978405,+,NC_002942.5,0,0,0,0
